IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
CCCC[N+]1(C)CCCC1.[NH-]S(=O)(=O)C(F)(F)F,C0315_A0357,A132065,16,289.15,C10H21F3N2O2S,10,21,2,2,1,0,3,0,0,0,0
CCCC[N+](C)(C)C.[NH-]S(=O)(=O)C(F)(F)F,C1095_A0357,A132065,56,329.15,C8H19F3N2O2S,8,19,2,2,1,0,3,0,0,0,0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[NH-]S(=O)(=O)C(F)(F)F,C0979_A0357,A132065,11,284.15,C26H55F3N2O2S,26,55,2,2,1,0,3,0,0,0,0
C[n+]1cc2n(n1)CCCC2.[I-],C2107_A0069,A132065,134,407.15,C7H12IN3,7,12,3,0,0,0,0,0,0,1,0
CC[n+]1cc2n(n1)CCCC2.[I-],C2108_A0069,A132065,114,387.15,C8H14IN3,8,14,3,0,0,0,0,0,0,1,0
CCC[n+]1cc2n(n1)CCCC2.[I-],C2109_A0069,A132065,83,356.15,C9H16IN3,9,16,3,0,0,0,0,0,0,1,0
CCCC[n+]1cc2n(n1)CCCC2.[I-],C2110_A0069,A132065,73,346.15,C10H18IN3,10,18,3,0,0,0,0,0,0,1,0
COC(=O)C=Cc1ccc(OCCC[n+]2ccn(C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C2048_A0048,A132065,84,357.15,C19H21F6N3O7S2,19,21,3,7,2,0,6,0,0,0,0
CCCC(CC[n+]1ccn(C)c1)Oc1ccc(C=CC(=O)OC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C2057_A0048,A132065,53,326.15,C22H27F6N3O7S2,22,27,3,7,2,0,6,0,0,0,0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.C[NH+](C)CCOC(c1ccccc1)c1ccccc1,C2115_A0358,A132065,-36,237.15,C30H39NO3,30,39,1,3,0,0,0,0,0,0,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)O.O=C([O-])COc1ccc(Cl)cc1Cl,C2119_A0341,A132065,64,337.15,C24H39Cl2NO5,24,39,1,5,0,0,0,2,0,0,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)O.Cc1cc(Cl)ccc1OCC(=O)[O-],C2119_A0340,A132065,37,310.15,C25H42ClNO5,25,42,1,5,0,0,0,1,0,0,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)O.COc1c(Cl)ccc(Cl)c1C(=O)[O-],C2119_A0342,A132065,27,300.15,C24H39Cl2NO5,24,39,1,5,0,0,0,2,0,0,0
CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,C2160_A0020,A132065,56,329.15,C18H27BF4N2,18,27,2,0,0,0,4,0,0,0,0
Cc1cc(C)[n+](-c2ccccc2)n1C.F[P-](F)(F)(F)(F)F,C2062_A0011,A132065,125,398.15,C12H15F6N2P,12,15,2,0,0,1,6,0,0,0,0
CCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2059_A0011,A132065,95,368.15,C13H17F6N2P,13,17,2,0,0,1,6,0,0,0,0
CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2061_A0011,A132065,102,375.15,C14H19F6N2P,14,19,2,0,0,1,6,0,0,0,0
CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2060_A0011,A132065,61,334.15,C15H21F6N2P,15,21,2,0,0,1,6,0,0,0,0
CCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2158_A0011,A132065,62,335.15,C16H23F6N2P,16,23,2,0,0,1,6,0,0,0,0
CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2159_A0011,A132065,39,312.15,C17H25F6N2P,17,25,2,0,0,1,6,0,0,0,0
CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,C2160_A0011,A132065,43,316.15,C18H27F6N2P,18,27,2,0,0,1,6,0,0,0,0
CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C2117_A0048,A132065,4,277.15,C26H52F6N2O4S2,26,52,2,4,2,0,6,0,0,0,0
CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],C2174_A0004,A132065,202,475.15,C24H28BrP,24,28,0,0,0,1,0,0,1,0,0
CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C2174_A0048,A132065,90,363.15,C26H28F6NO4PS2,26,28,1,4,2,1,6,0,0,0,0
CCCC[n+]1cn(C)c(I)c1I.[I-],C2173_A0069,A132065,230,503.15,C8H13I3N2,8,13,2,0,0,0,0,0,0,3,0
CCCC[n+]1cn(C)c(I)c1I.N#C[N-]C#N,C2173_A0056,A132065,130,403.15,C10H13I2N5,10,13,5,0,0,0,0,0,0,2,0
CCCC[n+]1cn(C)c(I)c1I.O=S(=O)([O-])c1ccccc1I,C2173_A0379,A132065,174,447.15,C14H17I3N2O3S,14,17,2,3,1,0,0,0,0,3,0
CC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C0871_A0380,A132065,40,313.15,C19H30ClNO3,19,30,1,3,0,0,0,1,0,0,0
CCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C0155_A0380,A132065,60,333.15,C20H32ClNO3,20,32,1,3,0,0,0,1,0,0,0
CCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C0137_A0380,A132065,64,337.15,C21H34ClNO3,21,34,1,3,0,0,0,1,0,0,0
CCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C1591_A0380,A132065,40,313.15,C22H36ClNO3,22,36,1,3,0,0,0,1,0,0,0
CCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C1593_A0380,A132065,20,293.15,C24H40ClNO3,24,40,1,3,0,0,0,1,0,0,0
CCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2175_A0380,A132065,19,292.15,C27H46ClNO3,27,46,1,3,0,0,0,1,0,0,0
CCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2176_A0380,A132065,-27,246.15,C28H48ClNO3,28,48,1,3,0,0,0,1,0,0,0
CCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2177_A0380,A132065,37,310.15,C29H50ClNO3,29,50,1,3,0,0,0,1,0,0,0
CCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2178_A0380,A132065,60,333.15,C31H54ClNO3,31,54,1,3,0,0,0,1,0,0,0
CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2179_A0380,A132065,46,319.15,C33H58ClNO3,33,58,1,3,0,0,0,1,0,0,0
CCCCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],C2180_A0380,A132065,46,319.15,C35H62ClNO3,35,62,1,3,0,0,0,1,0,0,0
CCCC[n+]1ccn(C)c1.c1c[n-]nn1,,A132065,-70,203.15,C10H17N5,10,17,5,0,0,0,0,0,0,0,0
CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F,,A132065,145,418.15,C19H18F8NP,19,18,1,0,0,1,8,0,0,0,0
CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-],,A132065,5,278.15,C33H73O3PSSi,33,73,0,3,1,1,0,0,0,0,1
CC[n+]1ccccc1-c1ccccc1.[I-],,A132065,70,343.15,C13H14IN,13,14,1,0,0,0,0,0,0,1,0
C23=[NH+]CCCN2CCCCC3.O=[N+]([O-])C1=C[N-]C=N1,,A132065,50,323.15,C12H19N5O2,12,19,5,2,0,0,0,0,0,0,0
CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-],,A132065,-6,267.15,C29H65O3PSSi,29,65,0,3,1,1,0,0,0,0,1
CCCC[n+]1ccn(C)c1.c1nc[n-]n1,,A132065,-68,205.15,C10H17N5,10,17,5,0,0,0,0,0,0,0,0
Cn1cc[n+](CCN2CCCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A132065,-67,206.15,C13H20F6N4O4S2,13,20,4,4,2,0,6,0,0,0,0
C23=[NH+]CCCN2CCCCC3.O=[N+]([O-])C1=NC=C[N-]1,,A132065,100,373.15,C12H19N5O2,12,19,5,2,0,0,0,0,0,0,0
CC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F,,A132065,225,498.15,C18H16F8NP,18,16,1,0,0,1,8,0,0,0,0
CCN(CC)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A132065,-84,189.15,C12H20F6N4O4S2,12,20,4,4,2,0,6,0,0,0,0
C[n+]1ccccc1-c1ccccc1.[I-],,A132065,150,423.15,C12H12IN,12,12,1,0,0,0,0,0,0,1,0
CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-],,A132065,-5,268.15,C34H75O3PSSi,34,75,0,3,1,1,0,0,0,0,1
CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-],,A132065,2,275.15,C30H67O3PSSi,30,67,0,3,1,1,0,0,0,0,1
CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.[I-],,A132065,130,403.15,C19H18F2IN,19,18,1,0,0,0,2,0,0,1,0
CCCC[N+]1(C)CCCC1.c1nc[n-]n1,,A132065,-68,205.15,C11H22N4,11,22,4,0,0,0,0,0,0,0,0
C[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F,,A132065,170,443.15,C12H12F6NP,12,12,1,0,0,1,6,0,0,0,0
CC[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F,,A132065,130,403.15,C13H14F6NP,13,14,1,0,0,1,6,0,0,0,0
C[n+]1ccccc1-c1ccc(F)cc1F.[I-],,A132065,195,468.15,C12H10F2IN,12,10,1,0,0,0,2,0,0,1,0
CC[P+](CC)(CC)COC.N#C[N-]C#N,,A135195,-11,262.15,C10H20N3OP,10,20,3,1,0,1,0,0,0,0,0
CCOCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,,A135195,-6,267.15,C11H20BF8NO,11,20,1,1,0,0,8,0,0,0,0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],,A135195,6,279.15,C32H68NO3P,32,68,1,3,0,1,0,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,,A135195,6,279.15,C10H20F6N2O4S2,10,20,2,4,2,0,6,0,0,0,0
CCCCc1ccc([N+]#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,7.2,280.35,C12H13F6N3O4S2,12,13,3,4,2,0,6,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F,,A135195,8.5,281.65,C9H20F4N2O4S2,9,20,2,4,2,0,4,0,0,0,0
CC[N+]1=C(OC)CCC1.O=S(=O)(F)[N-]S(=O)(=O)F,,A135195,9,282.15,C7H14F2N2O5S2,7,14,2,5,2,0,2,0,0,0,0
CC[N+](C)(C)COC.F[B-](F)(F)C(F)(F)C(F)(F)F,,A135195,11,284.15,C8H16BF8NO,8,16,1,1,0,0,8,0,0,0,0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,,A135195,12.64,285.79,C8H15F6N2P,8,15,2,0,0,1,6,0,0,0,0
CCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,16,289.15,C11H16F6N2O4S3,11,16,2,4,3,0,6,0,0,0,0
CCC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,,A135195,17,290.15,C19H41NO2,19,41,1,2,0,0,0,0,0,0,0
CCCCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,17.74,290.89,C17H29F6N3O4S2,17,29,3,4,2,0,6,0,0,0,0
CCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,,A135195,21.4,294.55,C15H29BF4N2,15,29,2,0,0,0,4,0,0,0,0
CCOS(=O)(=O)[O-].CC[n+]1ccc(C#N)cc1,,A135195,25,298.15,C10H14N2O4S,10,14,2,4,1,0,0,0,0,0,0
CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,25,298.15,C12H13F6N3O4S2,12,13,3,4,2,0,6,0,0,0,0
CCCC[P+](CCCC)(CCCC)CCCC.N=C(N)NCCCC(N)C(=O)[O-],,A135195,30.7,303.85,C22H49N4O2P,22,49,4,2,0,1,0,0,0,0,0
CCCCCCCCCCCCCC[N+](C)(C)CC.c1cn[n-]c1,,A135195,31,304.15,C21H43N3,21,43,3,0,0,0,0,0,0,0,0
CC(C)N(CC[n+]1ccn(C)c1)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,33,306.15,C14H24F6N4O4S2,14,24,4,4,2,0,6,0,0,0,0
CC[n+]1cc[nH]c1C.O=S(=O)([O-])OC(C(F)(F)F)C(F)(F)F,,A135195,33,306.15,C9H12F6N2O4S,9,12,2,4,1,0,6,0,0,0,0
CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)(F)[N-]S(=O)(=O)F,,A135195,33.84,306.99,C17H24F2N2O4S2,17,24,2,4,2,0,2,0,0,0,0
CC(C)C(=O)[O-].C[N+](C)(C)CCO,,A135195,35,308.15,C9H21NO3,9,21,1,3,0,0,0,0,0,0,0
CCCCCCCCCCCC[n+]1ccn(CCCC)c1C.[Br-],,A135195,35.3,308.45,C20H39BrN2,20,39,2,0,0,0,0,0,1,0,0
C[N+](C)(C)C.O=S(=O)([O-])CCCN1CCOCC1,,A135195,36.4,309.55,C11H26N2O4S,11,26,2,4,1,0,0,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)C.c1nnc[n-]1,,A135195,36.6,309.75,C21H44N4,21,44,4,0,0,0,0,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1ccccn1,,A135195,37.5,310.65,C22H40N2O2,22,40,2,2,0,0,0,0,0,0,0
CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,,A135195,38,311.15,C18H35BF4N2,18,35,2,0,0,0,4,0,0,0,0
CC[NH+]1C=NC([N+](=O)[O-])=C1.O=[N+]([O-])[O-],,A135195,40,313.15,C5H8N4O5,5,8,4,5,0,0,0,0,0,0,0
CC[N+](CC)=C(C)OC.O=S(=O)([O-])C(F)(F)F,,A135195,41,314.15,C8H16F3NO4S,8,16,1,4,1,0,3,0,0,0,0
CCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,,A135195,42,315.15,C6H16F2N2O4S2,6,16,2,4,2,0,2,0,0,0,0
CCC[n+]1ccn(-c2ccc(C)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,42,315.15,C15H17F6N3O4S2,15,17,3,4,2,0,6,0,0,0,0
CCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,,A135195,43,316.15,C10H16F6NP,10,16,1,0,0,1,6,0,0,0,0
CCCCCCCCCCn1c[n+](CCF)cn1.O=S(=O)([O-])C(F)(F)F,,A135195,46,319.15,C15H27F4N3O3S,15,27,3,3,1,0,4,0,0,0,0
C[N+]1(CCCCCC#N)CCCC1.[Br-],,A135195,46,319.15,C11H21BrN2,11,21,2,0,0,0,0,0,1,0,0
C[N+](C)(C)CCO.O=C([O-])c1ccccc1,,A135195,47,320.15,C12H19NO3,12,19,1,3,0,0,0,0,0,0,0
CCC[N+](CCC)(CCC)CCOCC.F[B-](F)(F)F,,A135195,50.3,323.45,C13H30BF4NO,13,30,1,1,0,0,4,0,0,0,0
CC[N+](C)(C)CCCC(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,51,324.15,C10H17F9N2O4S2,10,17,2,4,2,0,9,0,0,0,0
C=CCn1cc[n+](C)c1.[Cl-],,A135195,52,325.15,C7H11ClN2,7,11,2,0,0,0,0,1,0,0,0
CC(=O)[O-].CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,,A135195,52,325.15,C15H24N2O4,15,24,2,4,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC[n+]1ccn(-c2ccccc2C)c1.[I-],,A135195,52,325.15,C26H43IN2,26,43,2,0,0,0,0,0,0,1,0
CCCCCCCC[n+]1ccn(Cc2cc(Cn3ccnc3)cc(Cn3cc[n+](CCCCCCCC)c3)c2)c1.[Br-],,A135195,53.1,326.25,C34H52BrN6+,34,52,6,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[N+](C)(C)CC.c1c[n-]cn1,,A135195,54,327.15,C21H43N3,21,43,3,0,0,0,0,0,0,0,0
CCCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,,A135195,55,328.15,C12H24F3NO3S,12,24,1,3,1,0,3,0,0,0,0
CCCCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,56,329.15,C18H21F6N3O4S2,18,21,3,4,2,0,6,0,0,0,0
C[N+]1(C)CCCC1.O=[N+]([O-])c1c[n-]nn1,,A135195,57,330.15,C8H15N5O2,8,15,5,2,0,0,0,0,0,0,0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,57.5,330.65,C39H75NO3S,39,75,1,3,1,0,0,0,0,0,0
CCn1c[n+](C)c(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,58,331.15,C10H15F6N3O4S2,10,15,3,4,2,0,6,0,0,0,0
CC(C)[n+]1cc(P(=O)(c2ccccc2)c2ccccc2)n(C)c1.F[B-](F)(F)F,,A135195,59,332.15,C19H22BF4N2OP,19,22,2,1,0,1,4,0,0,0,0
CCCC[N+]1(CCCC#N)CCCC1.[I-],,A135195,60,333.15,C12H23IN2,12,23,2,0,0,0,0,0,0,1,0
O=S(=O)([O-])C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,,A135195,61,334.15,C13H12F3NO3S,13,12,1,3,1,0,3,0,0,0,0
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,,A135195,61,334.15,C21H40N4O2,21,40,4,2,0,0,0,0,0,0,0
CC(=O)Oc1ccccc1C(=O)[O-].CCCCCCCCCCCCCCCC[n+]1ccccc1,,A135195,61.31,334.46,C30H45NO4,30,45,1,4,0,0,0,0,0,0,0
CCCCCCCCCCCCn1cc[n+](Cc2ccccc2)c1C.[Cl-],,A135195,62,335.15,C23H37ClN2,23,37,2,0,0,0,0,1,0,0,0
CCCC[P+](CCCC)(CCCC)CCCC.N#C[N-]C#N,,A135195,62,335.15,C18H36N3P,18,36,3,0,0,1,0,0,0,0,0
CCC[n+]1ccn(-c2ccc(C)cc2C)c1.[Br-],,A135195,62,335.15,C14H19BrN2,14,19,2,0,0,0,0,0,1,0,0
CC[N+](CCO)(CCO)CCO.[Br-],,A135195,62.8,335.95,C8H20BrNO3,8,20,1,3,0,0,0,0,1,0,0
CCCCC[N+]1=C(CC)OCC1C(C)C.F[P-](F)(F)(F)(F)F,,A135195,63,336.15,C13H26F6NOP,13,26,1,1,0,1,6,0,0,0,0
C#CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],,A135195,63,336.15,C7H9N3O3,7,9,3,3,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,,A135195,63,336.15,C23H44N4O2,23,44,4,2,0,0,0,0,0,0,0
CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,,A135195,65.1,338.25,C18H35F6N2P,18,35,2,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,,A135195,65.7,338.85,C22H43F2N3O4S2,22,43,3,4,2,0,2,0,0,0,0
CCCCCCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,65.9,339.05,C28H51F6N3O4S2,28,51,3,4,2,0,6,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.CCCCc1ccc([B-](F)(F)F)cc1,,A135195,66,339.15,C26H49BF3N,26,49,1,0,0,0,3,0,0,0,0
C[n+]1ccn(CC#N)c1.N#C[N-]C#N,,A135195,67,340.15,C8H8N6,8,8,6,0,0,0,0,0,0,0,0
OC(COC1CCCCC1)C[n+]1ccccc1.[Cl-],,A135195,67.93,341.08,C14H22ClNO2,14,22,1,2,0,0,0,1,0,0,0
CCCCCCCCCCCC[n+]1ccn(C)c1.COc1ccccc1C=CC(=O)[O-],,A135195,68,341.15,C26H40N2O3,26,40,2,3,0,0,0,0,0,0,0
CC(C)(C)OC(=O)NCCn1cc[n+](C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Cl-],,A135195,68,341.15,C29H32ClN3O2,29,32,3,2,0,0,0,1,0,0,0
CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,69,342.15,C14H15F15N4O4S2,14,15,4,4,2,0,15,0,0,0,0
CCCCCCCCCCCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,72,345.15,C25H48F6N2O4S2,25,48,2,4,2,0,6,0,0,0,0
CCCC[n+]1ccn(C)c1.O=P([O-])(O)O,,A135195,73,346.15,C8H17N2O4P,8,17,2,4,0,1,0,0,0,0,0
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],,A135195,74,347.15,C23H42BrN,23,42,1,0,0,0,0,0,1,0,0
CCCCCC[N+]1(C)CCCC1.[Br-],,A135195,74,347.15,C11H24BrN,11,24,1,0,0,0,0,0,1,0,0
CCCC[n+]1ccn(-c2ccc(CC)cc2)c1.[I-],,A135195,75.6,348.75,C15H21IN2,15,21,2,0,0,0,0,0,0,1,0
CCCC[N+](CCCC)(CCCC)CCCC.COc1cccc([B-](F)(F)F)c1,,A135195,75.7,348.85,C23H43BF3NO,23,43,1,1,0,0,3,0,0,0,0
CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C,,A135195,76.3,349.45,C13H17BrN2O3S,13,17,2,3,1,0,0,0,1,0,0
CCC[N+](C)(C)C.F[B-](F)(F)c1ccccc1,,A135195,76.84,349.99,C12H21BF3N,12,21,1,0,0,0,3,0,0,0,0
CCCCCCCCCCCCCCOc1cc[n+](CCCCCCCCCCCCCC)cc1.[Br-],,A135195,76.9,350.05,C33H62BrNO,33,62,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Br-],,A135195,77,350.15,C20H36BrN,20,36,1,0,0,0,0,0,1,0,0
Cn1cc[n+](CCO[N+](=O)[O-])c1.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,,A135195,81,354.15,C12H12N6O10,12,12,6,10,0,0,0,0,0,0,0
CCCC[N+](CCCC)(CCCC)CC(=O)OCC.[Br-],,A135195,83,356.15,C16H34BrNO2,16,34,1,2,0,0,0,0,1,0,0
CO[N+]1(C)CCOCC1.[O-][I+3]([O-])([O-])[O-],,A135195,83.5,356.65,C6H14INO6,6,14,1,6,0,0,0,0,0,1,0
CC[N+](C)(CC)CCOC.[Br-],,A135195,85,358.15,C8H20BrNO,8,20,1,1,0,0,0,0,1,0,0
C=Cn1c[n+](CC)cn1.[Br-],,A135195,85,358.15,C6H10BrN3,6,10,3,0,0,0,0,0,1,0,0
CCn1c[n+](CC)cn1.[I-],,A135195,85,358.15,C6H12IN3,6,12,3,0,0,0,0,0,0,1,0
CCCCCCCCCCCCCCCCn1cc[n+](CCCS(=O)(=O)O)c1.CS(=O)(=O)[O-],,A135195,85,358.15,C23H46N2O6S2,23,46,2,6,2,0,0,0,0,0,0
CCCCCCCCCC[n+]1cccc2ccccc21.[Br-],,A135195,86.6,359.75,C19H28BrN,19,28,1,0,0,0,0,0,1,0,0
CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,,A135195,88.3,361.45,C14H32F6NP,14,32,1,0,0,1,6,0,0,0,0
C[N+](C)(C)CCN=[N+]=[N-].[I-],,A135195,89,362.15,C5H13IN4,5,13,4,0,0,0,0,0,0,1,0
C[N+]1(C)CCOCC1.[Cl-],,A135195,90,363.15,C6H14ClNO,6,14,1,1,0,0,0,1,0,0,0
CCCCCCn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.[I-],,A135195,90,363.15,C19H20F17IN2,19,20,2,0,0,0,17,0,0,1,0
CCCCCCCCCCCC[n+]1csc2ccccc21.[I-],,A135195,90.5,363.65,C19H30INS,19,30,1,0,1,0,0,0,0,1,0
CCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,,A135195,92,365.15,C48H48BF24N,48,48,1,0,0,0,24,0,0,0,0
CCn1cc([N+](=O)[O-])[n+](C)c1.O=S(=O)([O-])C(F)(F)F,,A135195,92,365.15,C7H10F3N3O5S,7,10,3,5,1,0,3,0,0,0,0
CCCCCC[n+]1c(C)cc(C)n1C.CS(=O)(=O)[O-],,A135195,92,365.15,C13H26N2O3S,13,26,2,3,1,0,0,0,0,0,0
CC[N+](C)(CC)CC.N#C[B-](F)(C#N)C#N,,A135195,93,366.15,C10H18BFN4,10,18,4,0,0,0,1,0,0,0,0
CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])C(=O)[O-],,A135195,93,366.15,C18H36O4P-,18,36,0,4,0,1,0,0,0,0,0
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.[NH3+]C(=O)c1cccnc1,,A135195,93.8,366.95,C19H24N2O3,19,24,2,3,0,0,0,0,0,0,0
