IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.[I-],,A135195,94,367.15,C12H10F13IN2,12,10,2,0,0,0,13,0,0,1,0
CCC[n+]1ccn(-c2ccccc2)c1.[Br-],,A135195,94,367.15,C12H15BrN2,12,15,2,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCCCCCC[n+]1ccc(-c2ccccc2)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,94,367.15,C40H61NO3S,40,61,1,3,1,0,0,0,0,0,0
CCCCCCn1ccc[n+]1CCCCCC.[Br-],,A135195,94.2,367.35,C15H29BrN2,15,29,2,0,0,0,0,0,1,0,0
F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,,A135195,95,368.15,C9H11F6N2P,9,11,2,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,,A135195,96,369.15,C19H40BF4NO2,19,40,1,2,0,0,4,0,0,0,0
CCCCCCCCCCCC[n+]1ccn(-c2ccc([N+](=O)[O-])cc2)c1.[Br-],,A135195,96,369.15,C21H32BrN3O2,21,32,3,2,0,0,0,0,1,0,0
C[N+]1(CC#N)CCCC1.[Br-],,A135195,99,372.15,C7H13BrN2,7,13,2,0,0,0,0,0,1,0,0
N#CCCCn1cc[n+](CCCC#N)c1.[Cl-],,A135195,100,373.15,C11H15ClN4,11,15,4,0,0,0,0,1,0,0,0
CCCC[N+](C)(CCCC)CCCC.N#C[S-],,A135195,100,373.15,C14H30N2S,14,30,2,0,1,0,0,0,0,0,0
C=C(C)C(=O)OCC[N+](C)(C)CC.[Br-],,A135195,103,376.15,C10H20BrNO2,10,20,1,2,0,0,0,0,1,0,0
CCCCCCCn1cc[n+](-c2ccccc2OC)c1.[Br-],,A135195,106,379.15,C17H25BrN2O,17,25,2,1,0,0,0,0,1,0,0
COS(=O)(=O)[O-].CSC(=O)c1cccc2c1sn[n+]2C,,A135195,108,381.15,C10H12N2O5S3,10,12,2,5,3,0,0,0,0,0,0
C=CC[n+]1c(C)c(C)n(CC)c1C(C)C.[Br-],,A135195,109,382.15,C13H23BrN2,13,23,2,0,0,0,0,0,1,0,0
CCCC[N+]1(C)CCOC1.[Br-],,A135195,110,383.15,C8H18BrNO,8,18,1,1,0,0,0,0,1,0,0
CC[n+]1ccc(C(=O)OC)cc1.[I-],,A135195,111,384.15,C9H12INO2,9,12,1,2,0,0,0,0,0,1,0
CC[n+]1ccn(-c2ccccc2)c1.[Br-],,A135195,111,384.15,C11H13BrN2,11,13,2,0,0,0,0,0,1,0,0
CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.[Br-],,A135195,114,387.15,C18H27BrN2,18,27,2,0,0,0,0,0,1,0,0
CCCCC[n+]1ccn(-c2ccccc2)c1.[Br-],,A135195,116,389.15,C14H19BrN2,14,19,2,0,0,0,0,0,1,0,0
CCCCn1cc[n+](-c2ccc(Br)cc2)c1.[I-],,A135195,118.6,391.75,C13H16BrIN2,13,16,2,0,0,0,0,0,1,1,0
CCCCCCCCCCC[n+]1ccn(-c2ccccc2C)c1.[Br-],,A135195,119,392.15,C21H33BrN2,21,33,2,0,0,0,0,0,1,0,0
CCCCCC[n+]1cn(-c2ccccc2)cn1.[Br-],,A135195,120.9,394.05,C14H20BrN3,14,20,3,0,0,0,0,0,1,0,0
CCCCCC[n+]1ccn(Cc2ccc(C=Cc3ccccc3)cc2)c1.[I-],,A135195,124.2,397.35,C24H29IN2,24,29,2,0,0,0,0,0,0,1,0
[Cl-].c1ccc(C[n+]2ccccc2)cc1,,A135195,125,398.15,C12H12ClN,12,12,1,0,0,0,0,1,0,0,0
C[N+]1(CCC#N)CCCC1.[I-],,A135195,126,399.15,C8H15IN2,8,15,2,0,0,0,0,0,0,1,0
CCCCCC[n+]1csc2ccccc21.[I-],,A135195,126.7,399.85,C13H18INS,13,18,1,0,1,0,0,0,0,1,0
CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.F[P-](F)(F)(F)(F)F,,A135195,127,400.15,C16H23F6N2P,16,23,2,0,0,1,6,0,0,0,0
CC(C#N)[n+]1ccn(C)c1.[Br-],,A135195,131,404.15,C7H10BrN3,7,10,3,0,0,0,0,0,1,0,0
CC(C)C[N+]1(C)CCCC1.[BH4-],,A135195,131,404.15,C9H24BN,9,24,1,0,0,0,0,0,0,0,0
N#CCn1c[n+](CC#N)cn1.O=[N+]([O-])[O-],,A135195,133,406.15,C6H6N6O3,6,6,6,3,0,0,0,0,0,0,0
CCCCCCCCCCCC[n+]1ccn(-c2c3ccccc3cc3ccccc23)c1.[I-],,A135195,133.6,406.75,C29H37IN2,29,37,2,0,0,0,0,0,0,1,0
CCn1c(C)c(C)[n+](C)c1C.[I-],,A135195,134,407.15,C9H17IN2,9,17,2,0,0,0,0,0,0,1,0
CCCC[P+](C)(CCCC)CCCC.F[B-](F)(F)F,,A135195,140,413.15,C13H30BF4P,13,30,0,0,0,1,4,0,0,0,0
C[n+]1cccnc1.[I-],,A135195,142,415.15,C5H7IN2,5,7,2,0,0,0,0,0,0,1,0
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)(c1ccccc1)c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,A135195,143,416.15,C32H24F6NO6PS3,32,24,1,6,3,1,6,0,0,0,0
CCCCCCCCCCCC[n+]1ccc(C#N)cc1.F[P-](F)(F)(F)(F)F,,A135195,146,419.15,C18H29F6N2P,18,29,2,0,0,1,6,0,0,0,0
C=CC[N+](C)(C)c1ccc(Br)cc1.[Br-],,A135195,148,421.15,C11H15Br2N,11,15,1,0,0,0,0,0,2,0,0
CC(=O)OCC[N+](C)(C)C.[Cl-],,A135195,151,424.15,C7H16ClNO2,7,16,1,2,0,0,0,1,0,0,0
Cc1cccc[n+]1C.[I-],,A135195,155,428.15,C7H10IN,7,10,1,0,0,0,0,0,0,1,0
CCC[n+]1ccn(-c2ccc(Br)cc2)c1.[Br-],,A135195,155,428.15,C12H14Br2N2,12,14,2,0,0,0,0,0,2,0,0
C[N+](C)(C)CCO.O=C([O-])CSc1c[nH]c2ccccc12,,A135195,155,428.15,C15H22N2O3S,15,22,2,3,1,0,0,0,0,0,0
CCCCCCCC[n+]1ccn(-c2ccc3c(c2)Cc2ccccc2-3)c1.[I-],,A135195,160.2,433.35,C24H29IN2,24,29,2,0,0,0,0,0,0,1,0
CC(C)(C)c1cc[n+](Cc2ccccc2)cc1.[Br-],,A135195,163,436.15,C16H20BrN,16,20,1,0,0,0,0,0,1,0,0
Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[B-](F)(F)F,,A135195,166.5,439.65,C12H14BF4N3O2,12,14,3,2,0,0,4,0,0,0,0
Cc1nc(-n2nc(-c3ccccc3)n[n+]2-c2ccccc2)sc1C.[Br-],,A135195,171,444.15,C18H16BrN5S,18,16,5,0,1,0,0,0,1,0,0
Cc1cc(C)c(-[n+]2ccn(C3CCCCCCC3)c2)c(C)c1.F[B-](F)(F)F,,A135195,175,448.15,C20H29BF4N2,20,29,2,0,0,0,4,0,0,0,0
CC[N+](CC)(CC)CC.[I-],,A135195,182,455.15,C8H20IN,8,20,1,0,0,0,0,0,0,1,0
CCCCCCCCCCCC[N+]1(C)CCCC1.[Br-],,A135195,186,459.15,C17H36BrN,17,36,1,0,0,0,0,0,1,0,0
CC[n+]1cn(-c2ccccc2)cn1.[Br-],,A135195,187,460.15,C10H12BrN3,10,12,3,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[n+]1ccc(C=Cc2ccccc2)cc1.[I-],,A135195,189,462.15,C31H48IN,31,48,1,0,0,0,0,0,0,1,0
CC[N+]1(CCCC#N)CCCC1.[I-],,A135195,190,463.15,C10H19IN2,10,19,2,0,0,0,0,0,0,1,0
CC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.[Br-],,A135195,191,464.15,C14H19BrN2,14,19,2,0,0,0,0,0,1,0,0
CC[N+](CC)(CC)Cc1ccccc1.[Br-],,A135195,195,468.15,C13H22BrN,13,22,1,0,0,0,0,0,1,0,0
O=C(O)C[n+]1cccc2ccccc21.[Cl-],,A135195,196,469.15,C11H10ClNO2,11,10,1,2,0,0,0,1,0,0,0
C=CC[N+](C)(C)c1ccc(C)cc1.[I-],,A135195,197,470.15,C12H18IN,12,18,1,0,0,0,0,0,0,1,0
Cn1cc[n+](C)c1P(c1ccccc1)c1ccccc1.[Cl-],,A135195,200,473.15,C17H18ClN2P,17,18,2,0,0,1,0,1,0,0,0
BrCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,A135195,217,490.15,C21H21Br2P,21,21,0,0,0,1,0,0,2,0,0
[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,A135195,228,501.15,C25H22ClP,25,22,0,0,0,1,0,1,0,0,0
Cc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Br-],,A135195,238,511.15,C26H24BrP,26,24,0,0,0,1,0,0,1,0,0
CCCC[N+]1(C)CCCCC1.[Br-],,A135195,240.66,513.81,C10H22BrN,10,22,1,0,0,0,0,0,1,0,0
NC(N)=[NH2+].O=S(=O)([O-])O,,A135195,101,374.15,CH7N3O4S,1,7,3,4,1,0,0,0,0,0,0
CC1CCC(C(C)C)C(OC(=O)C[n+]2cn(C)c3ccccc32)C1.F[P-](F)(F)(F)(F)F,,A135195,103,376.15,C20H29F6N2O2P,20,29,2,2,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCCCCCC[N+]12CCN(CC1)CC2.[Br-],,A135195,103.5,376.65,C26H53BrN2,26,53,2,0,0,0,0,0,1,0,0
CCCCCCCOC(=O)C[N+](C)(C)C.[Br-],,A135195,104,377.15,C12H26BrNO2,12,26,1,2,0,0,0,0,1,0,0
CCCCCCCCCCOC(=O)C[N+](C)(C)C.[Br-],,A135195,104,377.15,C15H32BrNO2,15,32,1,2,0,0,0,0,1,0,0
CCCCCCCCCCn1cc[n+](-c2c(C)cc(C)cc2C)c1.[Br-],,A135195,105.5,378.65,C22H35BrN2,22,35,2,0,0,0,0,0,1,0,0
Cc1ccc([N+]#N)cc1.F[B-](F)(F)F,,A135195,105,378.15,C7H7BF4N2,7,7,2,0,0,0,4,0,0,0,0
CCCCCCCCCCOC(=O)C(Cc1ccccc1)NC(=O)C[n+]1ccccc1.[Br-],,A135195,106,379.15,C26H37BrN2O3,26,37,2,3,0,0,0,0,1,0,0
Cn1cc[n+](CCOc2ccccc2C=O)c1.[Br-],,A135195,107,380.15,C13H15BrN2O2,13,15,2,2,0,0,0,0,1,0,0
Cc1cc[n+](COC2CC(C)CCC2C(C)C)cc1.[Cl-],,A135195,107,380.15,C17H28ClNO,17,28,1,1,0,0,0,1,0,0,0
C1=C[NH+](Cc2ccccc2)C=N1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,106,379.15,C17H18N2O3S,17,18,2,3,1,0,0,0,0,0,0
CC[S+](CC)CC.F[B-](F)(F)F,,A135195,110,383.15,C6H15BF4S,6,15,0,0,1,0,4,0,0,0,0
CC[N+](CC)(CC)CCCCBr.[Br-],,A135195,115,388.15,C10H23Br2N,10,23,1,0,0,0,0,0,2,0,0
CCCC[N+]1(CCCC)CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,111.5,384.65,C20H35NO3S,20,35,1,3,1,0,0,0,0,0,0
CCCC[N+](C)(C)C(C)CC(F)(F)F.[I-],,A135195,112.5,385.65,C10H21F3IN,10,21,1,0,0,0,3,0,0,1,0
F[B-](F)(F)F.N#[N+]c1ccccc1Oc1ccccc1,,A135195,112,385.15,C12H9BF4N2O,12,9,2,1,0,0,4,0,0,0,0
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)C[NH+]1C=NC=N1.O=P([O-])(O)O,,A135195,112,385.15,C16H25ClN3O5P,16,25,3,5,0,1,0,1,0,0,0
CCCCCCCCCCNC(=O)CCCCC[n+]1ccccc1.[Br-],,A135195,113.5,386.65,C21H37BrN2O,21,37,2,1,0,0,0,0,1,0,0
CCCCC[N+]1(CCCCC)CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,114.5,387.65,C22H39NO3S,22,39,1,3,1,0,0,0,0,0,0
FC(F)(F)C(F)(F)[PH-](F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,A135195,115,388.15,C30H21F17P2,30,21,0,0,0,2,17,0,0,0,0
Cc1ccc(-[n+]2ccccc2)cc1.[Cl-],,A135195,116.1,389.25,C12H12ClN,12,12,1,0,0,0,0,1,0,0,0
CCCCCCCCCCCC[n+]1ccn(CCCCC(=O)OC2CNC(C(=O)O)C2)c1.F[B-](F)(F)F,,A135195,118,391.15,C25H44BF4N3O4,25,44,3,4,0,0,4,0,0,0,0
CCOC(=O)CCC[N+]1(C)CCCC1.[Br-],,A135195,118.5,391.65,C11H22BrNO2,11,22,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCNC(=O)CCCCC[n+]1ccccc1.[Br-],,A135195,118.5,391.65,C23H41BrN2O,23,41,2,1,0,0,0,0,1,0,0
COCCN(CCOC)C(=O)C[n+]1ccn(C)c1C.[Br-],,A135195,119.5,392.65,C13H24BrN3O3,13,24,3,3,0,0,0,0,1,0,0
C[N+](C)(C)C.FC(F)(F)[N-]C(F)(F)F,,A135195,122.5,395.65,C6H12F6N2,6,12,2,0,0,0,6,0,0,0,0
Cn1cc[n+](Cc2cc(=O)cc(-c3ccccc3)o2)c1.F[B-](F)(F)F,,A135195,123.5,396.65,C16H15BF4N2O2,16,15,2,2,0,0,4,0,0,0,0
CCCCCCC[n+]1ccc(-c2ccncc2)cc1.[Br-],,A135195,124.25,397.4,C17H23BrN2,17,23,2,0,0,0,0,0,1,0,0
CC[N+](CC)(CC)Cc1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135195,124.25,397.4,C20H29NO3S,20,29,1,3,1,0,0,0,0,0,0
C[N+](C)(N)N.O=[N+]([O-])[O-],,A135195,125.5,398.65,C2H10N4O3,2,10,4,3,0,0,0,0,0,0,0
F[B-](F)(F)F.Ic1ccc(C[n+]2ccccc2)cc1,,A135195,127.3,400.45,C12H11BF4IN,12,11,1,0,0,0,4,0,0,1,0
Cc1csc[n+]1C.[I-],,A135195,128.5,401.65,C5H8INS,5,8,1,0,1,0,0,0,0,1,0
F[B-](F)(F)F.O=C(C[n+]1cccc(C=Nc2ccc(F)cc2)c1)c1ccc([N+](=O)[O-])cc1,,A135195,129,402.15,C20H15BF5N3O3,20,15,3,3,0,0,5,0,0,0,0
CCOC(=O)C[n+]1ccn(C)c1C.[Br-],,A135195,130.5,403.65,C9H15BrN2O2,9,15,2,2,0,0,0,0,1,0,0
C[NH2+]C.[Br-],,A135195,133,406.15,C2H8BrN,2,8,1,0,0,0,0,0,1,0,0
CN1[NH2+]N(Cc2ccccc2)C=C1c1ccccc1.[I-],,A135195,134,407.15,C16H18IN3,16,18,3,0,0,0,0,0,0,1,0
F[P-](F)(F)(F)(F)F.c1ccc(Cn2cc[n+](Cn3nnc4ccccc43)c2)nc1,,A135195,135,408.15,C16H15F6N6P,16,15,6,0,0,1,6,0,0,0,0
CC[n+]1ccn2c1CCC2.[Br-],,A135195,136.5,409.65,C8H13BrN2,8,13,2,0,0,0,0,0,1,0,0
CCCC[n+]1cccc(C#N)c1.[I-],,A135195,137.75,410.9,C10H13IN2,10,13,2,0,0,0,0,0,0,1,0
Cc1n[n+](C)c(C)n1N.F[P-](F)(F)(F)(F)F,,A135195,144.5,417.65,C5H11F6N4P,5,11,4,0,0,1,6,0,0,0,0
C[N+](C)(C)CCCCCBr.[Br-],,A135195,145,418.15,C8H19Br2N,8,19,1,0,0,0,0,0,2,0,0
CSc1scc[n+]1C.[I-],,A135195,145.5,418.65,C5H8INS2,5,8,1,0,2,0,0,0,0,1,0
CC[n+]1csc2ccccc21.[I-],,A135195,146,419.15,C9H10INS,9,10,1,0,1,0,0,0,0,1,0
Cc1cc(C)c(N2CC[N+](c3c(C)cc(C)cc3C)=C2C(F)=C(F)F)c(C)c1.F[B-](F)(F)F,,A135195,149.5,422.65,C23H26BF7N2,23,26,2,0,0,0,7,0,0,0,0
COc1ccc(C(C)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(OC)c1.F[B-](F)(F)F,,A135195,152,425.15,C28H28BF4O2P,28,28,0,2,0,1,4,0,0,0,0
Cn1ccc[n+]1C.[I-],,A135195,155,428.15,C5H9IN2,5,9,2,0,0,0,0,0,0,1,0
Fc1c(F)c(F)c(C[n+]2ccccc2)c(F)c1F.[Br-],,A135195,162.5,435.65,C12H7BrF5N,12,7,1,0,0,0,5,0,1,0,0
C[N+](C)(C)CCl.[Cl-],,A135195,165.5,438.65,C4H11Cl2N,4,11,1,0,0,0,0,2,0,0,0
N#Cc1cc(Cn2c[n+](CCC(=O)O)c3ccccc32)c([N+](=O)[O-])cc1C#N.[Br-],,A135195,167.5,440.65,C19H14BrN5O4,19,14,5,4,0,0,0,0,1,0,0
CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-],,A135195,169.5,442.65,C20H20IP,20,20,0,0,0,1,0,0,0,1,0
COc1cc(C=NCCn2cc[n+](C)c2)ccc1O.F[P-](F)(F)(F)(F)F,,A135195,179,452.15,C14H18F6N3O2P,14,18,3,2,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],,A135195,182,455.15,C20H44BrN,20,44,1,0,0,0,0,0,1,0,0
CCCCCCCCC=CCCCCCCCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,,A135195,-16.5,256.65,C31H60N2O6S,31,60,2,6,1,0,0,0,0,0,0
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],,A135195,192.5,465.65,C19H28BrNO3,19,28,1,3,0,0,0,0,1,0,0
C=CCSc1oc(-c2ccccc2)nc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-],,A135195,199,472.15,C30H25INOPS,30,25,1,1,1,1,0,0,0,1,0
COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],,A135195,200.5,473.65,C20H20ClOP,20,20,0,1,0,1,0,1,0,0,0
Cc1cc(C)c(Cn2cc[n+]3c4ccc(Cl)cc4c(-c4ccccc4)c(-c4ccccc4)c23)c(C)c1.[Cl-],,A135195,209.5,482.65,C33H28Cl2N2,33,28,2,0,0,0,0,2,0,0,0
CCSc1oc(-c2ccc(Cl)cc2)nc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-],,A135195,210,483.15,C29H24ClINOPS,29,24,1,1,1,1,0,1,0,1,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],,A135195,219,492.15,C21H46BrN,21,46,1,0,0,0,0,0,1,0,0
CCCCn1c[n+](Cc2cc(=O)cc(-c3ccccc3)o2)c2ccccc21.[I-],,A135195,219,492.15,C23H23IN2O2,23,23,2,2,0,0,0,0,0,1,0
CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],,A135195,227.5,500.65,C20H20ClP,20,20,0,0,0,1,0,1,0,0,0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],,A135195,228,501.15,C17H38BrN,17,38,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])[O-],,A135195,31,304.15,C32H68O4PS-,32,68,0,4,1,1,0,0,0,0,0
CC[n+]1cccc(C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,29.5,302.65,C10H9F9N2O4S2,10,9,2,4,2,0,9,0,0,0,0
CCCC[n+]1c(C)c(C)n(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,30.5,303.65,C13H21F6N3O4S2,13,21,3,4,2,0,6,0,0,0,0
CCC[N+]1(C)CCCC1.COP(=O)([O-])SC,,A135195,33,306.15,C10H24NO3PS,10,24,1,3,1,1,0,0,0,0,0
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCCCCCCCCOC[N+](C)(C)CCO,,A135195,31.25,304.4,C23H46N2O6S,23,46,2,6,1,0,0,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,35,308.15,C13H9F15N2O4S2,13,9,2,4,2,0,15,0,0,0,0
CCCCOCn1cc[n+](COCCC)c1CC.F[P-](F)(F)(F)(F)F,,A135195,38,311.15,C14H27F6N2O2P,14,27,2,2,0,1,6,0,0,0,0
CCCCCCCOCn1cc[n+](COCCCCCCC)c1.F[B-](F)(F)F,,A135195,39,312.15,C19H37BF4N2O2,19,37,2,2,0,0,4,0,0,0,0
CCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCC(=O)[O-],,A134898,39,312.15,C18H28ClNO3,18,28,1,3,0,0,0,1,0,0,0
CCC[N+]1(C)CCCC1.COP(=O)([O-])[Se]C,,A135085,40,313.15,C10H24NO3PSe,10,24,1,3,0,1,0,0,0,0,0
CCCCCCCCCC[P+](C)(CCCCCCCCCC)CCCCCCCCCC.[O-][Cl+3]([O-])([O-])[O-],,A135084,40.3,313.45,C31H66ClO4P,31,66,0,4,0,1,0,1,0,0,0
CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,A135083,42,315.15,C14H16F18N2O4S2,14,16,2,4,2,0,18,0,0,0,0
COC(=O)CCSC(SC)=[N+]1CCCCC1.O=S(=O)([O-])C(F)(F)F,,A135082,42,315.15,C12H20F3NO5S3,12,20,1,5,3,0,3,0,0,0,0
CCCCCC[n+]1cccc(C(=O)O)c1.O=S(=O)([O-])O,,A135081,44,317.15,C12H19NO6S,12,19,1,6,1,0,0,0,0,0,0
CCCCCCCCCCCCSC[n+]1ccn(C)c1.F[B-](F)(F)F,,A135195,44,317.15,C17H33BF4N2S,17,33,2,0,1,0,4,0,0,0,0
CCOC(=O)C(OC(=O)C[n+]1ccn(C)c1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,45,318.15,C18H19F6N3O8S2,18,19,3,8,2,0,6,0,0,0,0
C=Cn1cc[n+](CCO)c1.[Br-],,A135080,46,319.15,C7H11BrN2O,7,11,2,1,0,0,0,0,1,0,0
CCCC[NH+]1C[Si](C)(C)O[Si](C)(C)C1.CS(=O)(=O)[O-],,A135078,48,321.15,C11H29NO4SSi2,11,29,1,4,1,0,0,0,0,0,2
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(COn2cc[n+](OCc3ccccc3)c2)cc1,,A135077,50,323.15,C19H17F6N3O6S2,19,17,3,6,2,0,6,0,0,0,0
C[NH+](C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135076,51,324.15,C11H14F6N2O4S2,11,14,2,4,2,0,6,0,0,0,0
C=CC[N+](C)(C)N.[Cl-],,A135075,52,325.15,C5H13ClN2,5,13,2,0,0,0,0,1,0,0,0
CCCCCCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135070,53.8,326.95,C20H37F6N3O4S2,20,37,3,4,2,0,6,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,A135074,55,328.15,C25H46ClN,25,46,1,0,0,0,0,1,0,0,0
Cc1n(C)cc[n+]1CCCO.[Br-],,A135073,58,331.15,C8H15BrN2O,8,15,2,1,0,0,0,0,1,0,0
CCn1cc[n+](CC)c1.F[P-](F)(F)(F)(F)F,,A135195,59.5,332.65,C7H13F6N2P,7,13,2,0,0,1,6,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1c[n-]nn1,,A135072,60,333.15,C18H37N5O2,18,37,5,2,0,0,0,0,0,0,0
Cc1cc[n+](CC(F)(F)F)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,60.7,333.85,C10H9F9N2O4S2,10,9,2,4,2,0,9,0,0,0,0
CN(C)c1cc[n+](CCO)cc1.F[B-](F)(F)F,,A135071,62,335.15,C9H15BF4N2O,9,15,2,1,0,0,4,0,0,0,0
CCCCCCCCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135070,66,339.15,C22H41F6N3O4S2,22,41,3,4,2,0,6,0,0,0,0
CCCCCCCCCCCCCCCC[n+]1ccn(CCCNC(=O)CP(=O)(c2ccccc2)c2ccccc2)c1.[Br-],,A135069,67,340.15,C36H55BrN3O2P,36,55,3,2,0,1,0,0,1,0,0
CCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,,A135068,70,343.15,C33H39O3PS,33,39,0,3,1,1,0,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,,A135195,73,346.15,C20H36BNO8,20,36,1,8,0,0,0,0,0,0,0
COC(=O)C(OC(=O)C[n+]1ccn(C)c1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,A135195,74,347.15,C17H17F6N3O8S2,17,17,3,8,2,0,6,0,0,0,0
Cn1ccc(C(F)(F)F)[n+]1C.O=C([O-])C(F)(F)F,,A135195,77,350.15,C8H8F6N2O2,8,8,2,2,0,0,6,0,0,0,0
COCCCNC(=O)C[n+]1ccn(C)c1.[Br-],,A135067,75,348.15,C10H18BrN3O2,10,18,3,2,0,0,0,0,1,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])c1ccccc1,,A135066,75,348.15,C22H41NO3S,22,41,1,3,1,0,0,0,0,0,0
CC(c1ccccc1)[n+]1ccccc1.F[B-](F)(F)F,,A135195,75,348.15,C13H14BF4N,13,14,1,0,0,0,4,0,0,0,0
Cn1cc[n+](CCCCCCCCCCC(=O)O)c1.F[P-](F)(F)(F)(F)F,,A135195,78,351.15,C15H27F6N2O2P,15,27,2,2,0,1,6,0,0,0,0
CCCC[N+]1(C)CCOCC1.Cc1cc(Cl)ccc1OCC(=O)[O-],,A134898,77,350.15,C18H28ClNO4,18,28,1,4,0,0,0,1,0,0,0
C=CCOn1cc[n+](CC)c1C.[I-],,A135059,78,351.15,C9H15IN2O,9,15,2,1,0,0,0,0,0,1,0
O=S(=O)([O-])C(F)(F)F.c1c[nH+]ccn1,,A135065,78,351.15,C5H5F3N2O3S,5,5,2,3,1,0,3,0,0,0,0
CCCCn1cc[nH+]c1.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,,A135064,80,353.15,C13H15N5O7,13,15,5,7,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],,A135195,84.75,357.9,C22H49BrN2,22,49,2,0,0,0,0,0,1,0,0
